cod_cli;razao;endereco;uf;Cidade;Bairro;CEP;Telefone;cnpj;Insc;cod_canal;hierarquia
2980763;Maura Fernandes de Souza;Av A Quadra 01 15, Quadra 01;MT;Cuiaba;Residencial Paiaguas;78048-242;65 36312929;26809558000106;131291980;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2980816;V A de Queiroz;Av Rio Arinos 1986;MT;Juara;Parque Azaia;78575-000;66 35561038;1880748000199;131754513;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2980818;Almeida & Zanovello Ltda;Rua Paulo Rezer 916;MT;Porto dos Gauchos;Centro;78560-000;66 35261283;26568733000110;131224921;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2980819;Luzilene De Fatima N Alvorado ME;Rua Aracaju 222, N;MT;Juara;Centro;78575-000;66 35564677;3532952000144;131915959;5534707;L6 BRNC BK CO Agil AS 5
2980827;A Piva & Piva Ltda;Rua Dep Hitler Sansao 174S;MT;Tangara Da Serra;Centro;78300-000;65 33261328;117080000240;131555936;5534708;L6 BRNC BK CO Agil Trd e Cnv
2980932;Alba M Barbosa L Oliveira Souza ME;Rua Joaquim Murtinho 178;MT;Alto Paraguai;Centro;78410-000;65 33961642;3343644000170;131892916;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2981544;Cleonice Salbarrete Silova ME;Av Sao Carlos 136N;MT;Tangara da Serra;Progresso;78300-000;65 33271179;97333066000135;131524542;5534716;L6 BRNC BK CO Agil Trd e Dms
2981644;Marques Queiroz & Cia Ltda EPP;Rua Mariano Rodrigues Paiva 3539;MT;Mirassol D Oeste;Centro;78280-000;65 32411697;36945574000180;131329189;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
2981810;Paradise Conven & Panif Ltda;Rua Barao de Melgaco 1029;MT;Cuiaba;Porto;78020-800;65 36247406;3986853000132;131960636;5534716;L6 BRNC BK CO Agil Trd e Dms
2981939;Jair dos Santos Mercado ME;Rua Pato Branco 564;MT;Juina;Modolo 05;78320-000;65 35662099;3738354000126;131935631;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2981942;Supermercado Grande Mestre Ltda ME;Rua Guajuvira 19, Qd52L19A;MT;Campo Novo do Parecis;Jardim Alvorada;78360-000;65 996977016;4118581000111;131978020;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2982044;Scheffler & Cia Ltda ME;Rua Mato Grosso 86;MT;Castanheira;Centro;78345-000;66 35811251;4150392000126;131976974;5534716;L6 BRNC BK CO Agil Trd e Dms
2982205;V Arantes da Silva Mercado ME;Av Sao Paulo SN;MT;Nova Bandeirantes;Centro;78565-000;66 35721760;539952000188;131613634;5534716;L6 BRNC BK CO Agil Trd e Dms
2982278;Simao Pedro Comin;Rua Centro Sul SN;MT;Juruena;Vila Nova;78340-000;66 35531210;1646350000192;131729241;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
2982469;J G Carrara & Cia Ltda EPP;R Brasil 1;MT;Nova Santa Helena;Centro;78548-000;65 35231122;1833709000130;131751778;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2982568;Valdelino Ferreira da Silva;Av Perimetral SN;MT;Juina;Modulo IV;78320-000;66 35662298;36901718000104;131332759;5534707;L6 BRNC BK CO Agil AS 5
2982941;Jose Ciro Jardim Prates EPP;Av Term Rod Loja 25 SN;MT;Cuiaba;Jardim Alvorada;78048-605;65 36212505;1988450000105;130967106;5534716;L6 BRNC BK CO Agil Trd e Dms
2982981;G R O Pereira Leite EPP ME;Av Principal 15, Quadra 44;MT;Varzea Grande;Nova Esperanca;78156-105;65 36856495;4446146000116;132019850;5534707;L6 BRNC BK CO Agil AS 5
2983186;Lusitano Supermercado Ltda ME;Av Januario Santana Do Carmo 431;MT;Porto Esperidiao;Centro;78240-000;65 32251135;2634363000104;131826557;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
2983348;Squersato & Squersato Ltda;Rua 20 de Dezembro 256;MT;Cotriguacu;Centro;78330-000;66 35551174;2312348000140;131791192;5534716;L6 BRNC BK CO Agil Trd e Dms
2983531;Marlene M de Souza ME;Rua Mauro Braga 178;MT;Cuiaba;Campo Velho;78065-260;65 36346636;3523402000169;131911880;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
2983583;M Cleidimare P Fochi ME;Av Londrina 230;MT;Juina;Modulo 5;78320-000;66 35662138;1988187000146;130405744;5534716;L6 BRNC BK CO Agil Trd e Dms
2983664;Bombassaro & Bombassaro Ltda;Rua Dr Jose Morbeck 476;MT;Alto Araguaia;Centro;78780-000;66 34811866;69580000173;131534572;5534707;L6 BRNC BK CO Agil AS 5
2983665;Oscar Thober;Rua Teofilo Joaquim de Melo 826;MT;Alto Taquari;Centro;78785-000;66 34961396;26783191000107;131264915;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2983829;L H Fazio ME;Av Jose Pinto de Arruda 2780;MT;Caceres;Cidade Nova;78200-000;65 32241433;4476449000181;132020343;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2983856;J C M Galvao EIRELI EPP;Avenida Brasil 211, Terreo;MT;Poxoreu;Centro;78800-000;66 34361472;1513181000112;131715682;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2983957;L C Silveira;Av Mato Grosso 753;MT;Paranatinga;Centro;78870-000;66 35731034;2879190000194;131850946;5534707;L6 BRNC BK CO Agil AS 5
2983961;Aparecida Marcia Tomazini EPP;Av Brasil 1308;MT;Paranatinga;Centro;78870-000;66 35731348;145325000162;131556193;5534707;L6 BRNC BK CO Agil AS 5
2983962;Dias & Dias Ltda;Av Brasil 1575;MT;Paranatinga;Centro;78870-000;66 35731571;884866000102;130142956;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2984067;Lanchonete & Churrasc Xaxim Ltda;Av Br 163 364 100, Km 127;MT;Nobres;Centro;78460-000;65 33761116;37504255000100;131405411;5534716;L6 BRNC BK CO Agil Trd e Dms
2984084;Supermercado Pereira Ltda EPP;Av Jardins 1453;MT;Conquista D'Oeste;Centro;78254-000;65 32651154;2584382000173;131820176;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
2984220;Wilson Pompermaier;Av Perimetral Nordeste 512;MT;Sorriso;Bela Vista;78890-000;65 35444227;5592761000101;131794299;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2984230;Comercio de Alimentos Mbg Ltda EPP;Rua Angelo Ravanello 920, Mercado;MT;Primavera do Leste;Parque Castelandia III;78850-000;66 34986176;1094122000157;131676571;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2984416;G da Silva Comercio;Av Bom Pastor 630, Qd 1  Lt 1;MT;Alta Floresta;Ciadade Alta;78580-000;66 35213775;73620775000133;131492985;5534707;L6 BRNC BK CO Agil AS 5
2984609;Francimar Lima de Souza EPP;Avenida Franca 245, Qd15 Lt1;MT;Alta Floresta;Vila Nova;78580-000;66 35218500;70434915000190;131470965;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2984616;Pedro Boffo & Cia Ltda;Av das Araras 326;MT;Alta Floresta;Centro;78580-000;66 35211374;944959000185;130052620;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2984648;Jorge Batista De Jesus;Av Brasil 1082;MT;Paranatinga;Centro;78870-000;66 35731887;26547463000161;131196685;5534707;L6 BRNC BK CO Agil AS 5
2984724;Espens e Cia Ltda ME;Av Blumenau 1011;MT;Sorriso;Jardim Amazonia;78890-000;66 35446400;3579921000149;131917188;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2984732;Orlando Manuel Isidio & Cia Ltda;Av Robson Silva SN, 07 Quadra;MT;Alta Floresta;Cidade Alta;78580-000;66 35213808;33071481000185;130768111;5534716;L6 BRNC BK CO Agil Trd e Dms
2984790;Clarice Fatima Basso Zanella EIRELI;R 15 01, QD 70 Lt 1;MT;Sorriso;Distrito de Boa Esperanca;78890-000;66 35601167;73582942000107;131491369;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2984794;Joao Adao Henz EPP;Av Rodovia Br 163 SN, Km 916;MT;Itauba;Castanhal;78510-000;66 35151090;1723139000126;130141232;5534716;L6 BRNC BK CO Agil Trd e Dms
2984801;Aurora Stefani Rodrigues;Av Rodovia Mt 242 SN, Km 86;MT;Nova Ubirata;Centro;78888-000;65 35492038;36974707000146;131282158;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
2984811;Super Mercado Jdgm Ltda;Av 07 de Setembro 427;MT;Alto Garcas;Centro;78770-000;65 34711250;3490157000130;131908227;5534707;L6 BRNC BK CO Agil AS 5
2984816;Sonia Oliveira Braun;Av Macario Subtil Oliveira 340;MT;Alto Taquari;Centro;78785-000;66 34961232;3083706000152;130480649;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2984834;Gilberto Colli;Av Curitiba 2990;MT;Sorriso;Centro;78890-000;66 35443538;26779074000161;131262041;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
2984961;Milton Majolo;Rua Antonio F Sobrinho 1310;MT;Jaciara;Centro;78820-000;66 34611132;37515301000168;131418327;5534716;L6 BRNC BK CO Agil Trd e Dms
2985014;Vera Neide de Souza;Av Tancredo Neves 68;MT;Caceres;Cavalhada;78200-000;65 32237709;360174000165;131592319;5534716;L6 BRNC BK CO Agil Trd e Dms
2985066;J M D Oliveira EPP;Av 15 de Novembro SN, Qd 1;MT;Barra do Garcas;Centro;78600-000;66 34017273;2051832000162;131769464;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
2985927;Elza Helena G S Fabiano;Av Ariosto da Riva 2931;MT;Alta Floresta;Centro;78580-000;66 35213722;2247515000116;131788841;5534716;L6 BRNC BK CO Agil Trd e Dms
2985930;S I Zimer ME;Av das Cerejas SN;MT;Sinop;Jardim Paraiso;78552-000;66 35315867;890062000116;131651285;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2985970;Eros Comercial De Produtos Ltda ME;R Livino Albano 10, Qd12 Lt10;MT;Varzea Grande;Jardim Costa Verde;78128-248;65 36849700;2068018000150;131771043;5534710;L6 BRNC BK CO Agil Atc
2986070;Dinarte Fernandes Goncalves ME;Av Lazaro Moreira SN;MT;Nova Bandeirantes;Centro;78565-000;65 36866937;70427042000199;131464450;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
2986342;Super Nova Bandeirantes;Av Lazaro Moreria SN;MT;Nova Bandeirantes;Centro;78565-000;66 35721194;4435485000105;132012898;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
2986354;Central Supermercado EIRELI;Av Mato Grosso 28, A;MT;Nova Monte Verde;Centro;78593-000;66 35971129;1626820000156;131726331;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
2986364;Edilson Pereira dos Reis;Av Bandeirantes 1924;MT;Paranatinga;Centro;78870-000;66 35731417;3814646000109;131940465;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2986746;Ana Paula Herber Rosario EIRELI ME;Av Frei Servacio 755;MT;Rondonopolis;Santa Cruz;78710-750;65 34214706;4854069000133;132071568;5534716;L6 BRNC BK CO Agil Trd e Dms
2986818;Irineu Czernichovski ME;Av Amazonas 40;MT;Juina;Centro;78320-000;66 35661365;24961765000156;130479578;5534716;L6 BRNC BK CO Agil Trd e Dms
2986825;M Cilene de Souza Comercio ME;Av Marechal Rondon 223;MT;Araputanga;Santo Antonio;78260-000;65 32611195;4832302000187;132059479;5534707;L6 BRNC BK CO Agil AS 5
2986826;Rodrigues Sonemberg & Pessoa Ltda;Av dos Imigrantes 2473;MT;Gloria D'oeste;Centro;78293-000;65 32751159;33674920000144;130924091;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2986829;J Teixeira Lopes;Rua Maria Augusta de Carvalho 2151;MT;Gloria D Oeste;Francisco Ottenio;78293-000;65 32751115;2394193000138;131804480;5534716;L6 BRNC BK CO Agil Trd e Dms
2987190;Teles Supermercado Ltda EPP;Rua Campo Grande 506, Terreo;MT;Sao Jose dos Quatro Marcos;Jardim Popular;78285-000;65 32511505;1858711000164;130327425;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2987348;Afonso Ferreira da Silva;Rua Comand Baldoino 878;MT;Caceres;Centro;78200-000;65 32235339;3872412000100;131980025;5534716;L6 BRNC BK CO Agil Trd e Dms
2987414;Super Mais Com Prods Alim Ltda EPP;Rua A B SN;MT;Querencia;Centro;78643-000;66 35291184;4473711000134;132015900;5534707;L6 BRNC BK CO Agil AS 5
2987423;R V Testa & Cia Ltda;Av Martimiano Ribeiro da Fonsec 430;MT;Vila Bela da Santissima Trindade;Jardim Aeroporto;78245-000;66 32591456;2672216000129;132087014;5534707;L6 BRNC BK CO Agil AS 5
2987482;N C Satolo Comercio ME;Trav Paiaguas 81, Sala 02;MT;Cuiaba;Porto;78005-000;65 36239694;5025316000151;132085194;5534710;L6 BRNC BK CO Agil Atc
2987577;Auto Posto Taruma Ltda;Av dos Tarumas 818;MT;Sinop;Centro;78550-000;66 35319030;3318703000150;131923323;5534708;L6 BRNC BK CO Agil Trd e Cnv
2987876;Juvenil Jose de Souza;Rua Rondonopolis 144;MT;Alto Garcas;Novo Horizonte;78770-000;66 34711520;26547687000173;131196251;5534707;L6 BRNC BK CO Agil AS 5
2987889;Marcos A Boligon;Av 04 Qd 133 01, Qd 133;MT;Cuiaba;Parque Cuiaba;78095-330;65 36660609;36889475000128;131363417;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2988361;Panificadora Sao Paulo Ltda;Rua Mato Grosso 121;MT;Barra do Garcas;Centro;78600-000;66 34011927;36970051000193;131311301;5534716;L6 BRNC BK CO Agil Trd e Dms
2988624;D Junior de Sousa;Av das Figueiras 100;MT;Sinop;Setor Industrial Norte;78550-513;65 6866937;4813224000173;132059584;5534708;L6 BRNC BK CO Agil Trd e Cnv
2988774;H de Souza Machado;Av Rodovia BR 364 SN, KM 162;MT;Diamantino;Posto Gil;78400-000;65 33371828;32932964000164;130616826;5534716;L6 BRNC BK CO Agil Trd e Dms
2988804;N N L Souza Ltda Me;Rua Traira 1399;MT;Sapezal;Centro;78365-000;65 33831757;2369861000177;131798065;5534716;L6 BRNC BK CO Agil Trd e Dms
2989417;Ademir Lizzoni;Av J P 3 714;MT;Aripuana;Jardim Planalto;78325-000;66 35652143;4918158000104;132070456;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
2989458;Vescovi & Cia Ltda;Av Talhamares 498;MT;Caceres;Santa Isabel;78200-000;65 32231954;5436946000119;132133580;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
2989479;Bom Jesus Supermercado Ltda EPP;Avenida Ayrton Senna SN;MT;Novo Mundo;Centro;78528-000;66 35396078;2571596000105;131819933;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2989558;Tm Supermercado Ltda ME;Av Leoncio L Miranda 600, Cap Pic;MT;Varzea Grande;Vitoria Regia;78120-000;65 36924775;5337576000162;132138638;5534707;L6 BRNC BK CO Agil AS 5
2989615;Marly Rosa Alves ME;Av Santos Dumont 167;MT;Caceres;Dner;78200-000;65 32241766;1594566000151;131723057;5534707;L6 BRNC BK CO Agil AS 5
2989774;Alessandro M Teixeira EIRELI EPP;Rua Duzentos E Onze 74, Qd 52 St 1;MT;Cuiaba;Tijucal;78088-175;65 36656901;5037535000150;132107740;5534707;L6 BRNC BK CO Agil AS 5
2990493;J G Alimentos Ltda;Rua Harmonia 378;MT;Varzea Grande;Jardim Gloria;78120-000;65 36841186;2843892000118;131850300;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
3054389;Mercearia O Patinho Ltda;Rua 13 Esq Com Rua R SN;MT;Comodoro;Cidade Verde;78310-000;65 32831498;78481000158;131538381;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
3054678;Mercadinho DO Thill Ltda;Rua Joao Paulo Santos 26, Qd 08;MT;Cuiaba;Coophamil;78028-160;65 36252740;716816000116;131637185;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
3055006;Ariste Candida Ferreira;Av Rio da Casca 107;MT;Chapada dos Guimaraes;Centro;78195-000;65 33012081;1378330000269;131950002;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
3055398;Adilio Manoel Dalla Nora ME;Rua Hugo Nunes Rondon 4;MT;Pocone;Cohab Nova;78175-000;65 33452216;2064397000100;131770462;5534716;L6 BRNC BK CO Agil Trd e Dms
3056123;Jose M dos Reis Mercearia ME;Av Rio Grande do Sul 597, S;MT;Juara;Centro;78575-000;66 35564390;3242332000170;131885057;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
3056758;Churrascaria E Lanch Amancio Ltda;Av Rod Br 364 SN, Km 399;MT;Cuiaba;Distrito Industrial;78098-270;65 33671102;4306610000179;131994999;5534708;L6 BRNC BK CO Agil Trd e Cnv
3057117;Faos Combustiveis Ltda;Av Dois de Dezembro 270;MT;Aripuana;Centro;78325-000;66 35662241;4790451000201;132331250;5534708;L6 BRNC BK CO Agil Trd e Cnv
3057141;Renascenca Auto Posto Ltda;Av Rod Mt 449 SN, Km 06;MT;Lucas do Rio Verde;Rural;78455-000;65 35494093;4825223000491;133458865;5534708;L6 BRNC BK CO Agil Trd e Cnv
3057299;Eloisa Noeli Becker;Av Romualdo Allievi 1353;MT;Tapurah;Centro;78573-000;66 35471270;5054251000172;132089050;5534707;L6 BRNC BK CO Agil AS 5
3058076;Supermercado Tigrao Ltda ME;Avenida Dom Aquino 274;MT;Pocone;Centro;78175-000;65 33453016;6111925000196;132449145;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
3058758;Sup Super Ponto Bom Retiro Ltda;Rua Joao Inacio Fraga 32;MT;Alto Araguaia;Vila Aeroporto;78780-000;66 34812115;7268382000269;133675009;5534707;L6 BRNC BK CO Agil AS 5
3059543;Casa de Carnes Chapeco Ltda EPP;Rua dos Pavoes 950, W;MT;Nova Mutum;Alto da Colina;78450-000;65 33081421;7980187000186;133189961;5534716;L6 BRNC BK CO Agil Trd e Dms
3059673;A Lewinski & Cia Ltda;Av dos Migrantes 815;MT;Nova Guarita;Centro;78508-000;66 35741126;8157652000146;133219909;5534716;L6 BRNC BK CO Agil Trd e Dms
3059874;A N de Morais ME;Av das Americas 214;MT;Juruena;Vila Nova;78340-000;66 35531344;8349253000187;133266230;5534716;L6 BRNC BK CO Agil Trd e Dms
3060879;Elizangela A S Almeida;Av das Macieiras 60;MT;Guaranta do Norte;Jardim Novo Horizonte;78520-000;66 35523040;9191243000129;133468046;5534716;L6 BRNC BK CO Agil Trd e Dms
3061590;Cirleni F de Lana S Comercio ME;Rodovia Mario Andreazza 100;MT;Varzea Grande;Nova Ipe;78158-970;65 36215132;9600562000140;133560813;5534708;L6 BRNC BK CO Agil Trd e Cnv
3061781;Alexandro Nunes da Silva ME;Av Sao Sebastiao 753;MT;Chapada dos Guimaraes;Sao Sebastiao;78195-000;65 33011285;10145135000107;133672263;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
3061865;Sao Matheus Comercio de Alim Ltda;Rua J 08, Qd 53;MT;Cuiaba;Parque Atalaia;78095-100;65 36660647;10227416000109;133591018;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
3061979;Dercilo Marcon;Av Rod Mt 449 SN, Km 60;MT;Lucas do Rio Verde;Rural;78455-000;65 99465162;10287387000162;133601412;5534716;L6 BRNC BK CO Agil Trd e Dms
3062474;C A Veronese & Cia Ltda ME;Av Mato Grosso 36;MT;Juina;Centro;78320-000;66 35665004;10475736000170;133639002;5534707;L6 BRNC BK CO Agil AS 5
3062692;Supermercado Vila Nova Ltda ME;Rua Marechal Rondon 626;MT;Campos de Julio;Centro;78307-000;65 33871500;10528587000160;133650529;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
3062804;Mercado Danubio Ltda ME;Rua Do Caju Prox Hotel Danubio 1;MT;Cuiaba;Jardim Alvorada;78048-560;65 30230918;10553706000134;133654826;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
3063265;S D de Souza Conveniencia ME;Rua Londrina 996;MT;Marcelandia;Centro;78535-000;66 35365700;10638193000164;133671780;5534716;L6 BRNC BK CO Agil Trd e Dms
3064550;W A dos Santos ME;Rod Br 163 Km 621 Saida p Lucas SN;MT;Nova Mutum;Rural;78450-000;65 96059632;24749889000172;130616290;5534716;L6 BRNC BK CO Agil Trd e Dms
3064610;Maura Fernandes de Souza;Rua B 25 Qd 02;MT;Cuiaba;Residencial Paiaguas;78048-242;65 36311173;26809558000297;133564266;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
3064866;O P Vieira Comercio ME;Rua Castelo Branco 978, Vila Maria;MT;Rondonopolis;La Salle;78710-129;66 34261716;33700493000121;130953300;5534707;L6 BRNC BK CO Agil AS 5
3069583;A A de Oliveira Lanchonete;Rua 19 de Novembro SN;MT;Aripuana;Cidade Alta;78325-000;66 35652408;2542552000157;131814192;5534716;L6 BRNC BK CO Agil Trd e Dms
3070242;Messias De Campos Martins ME;Rua 6 18;MT;Chapada dos Guimaraes;Centro;78195-000;65 33011849;4607312000119;132035596;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
3070521;Zancanaro Marsaro Marsaro Ltda EPP;Av Ipiranga 878;MT;Cuiaba;Goiabeiras;78032-150;65 30522570;10383027000164;133621286;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
3077502;Elenice Magnagnagno ME;Av Rio Branco 844;MT;Ipiranga Do Norte;Centro;78578-000;66 35881228;2272980000107;131816608;5534707;L6 BRNC BK CO Agil AS 5
3077509;M C E Campos ME;Avenida Vitoria 879;MT;Ipiranga do Norte;Centro;78578-000;66 35881498;9126833000178;133454673;5534716;L6 BRNC BK CO Agil Trd e Dms
3077554;Gustavo Schewe & Cia Ltda;Rua Fortaleza SN;MT;Itanhanga;Centro;78579-000;66 35781660;10514700000158;133646904;5534716;L6 BRNC BK CO Agil Trd e Dms
3173420;Del Moro & Del Moro Ltda;Av Perimetral das Samambaias 685, N;MT;Nova Mutum;Centro;78450-000;65 33087000;877761000630;132117525;5534707;L6 BRNC BK CO Agil AS 5
3178727;Com Amazonia de Petroleo Ltda;Av Miguel Sutil 6039;MT;Cuiaba;Quilombo;78043-410;65 30525911;9001879001213;133643328;5534708;L6 BRNC BK CO Agil Trd e Cnv
3179953;Abreu Silva & Ferr Amaral Ltda ME;Rua Joao Ribeiro Vile SN, Quadra 12;MT;Poxoreu;Irantinopolis I;78800-000;66 34361372;11298377000195;133798372;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
3180024;Coveniencia Zero Grau Ltda ME;Rua Sao Paulo 44, S;MT;Juara;Centro;78575-000;66 35561399;9029683000184;133436411;5534708;L6 BRNC BK CO Agil Trd e Cnv
3180158;Souza & Nery EPP;R Sete 3, Qd 13;MT;Cuiaba;Sao Goncalo;78090-290;65 36614200;33664210000133;130791466;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
3180257;J M Torres de Moraes ME;Av Airton Senna 628;MT;Barra do Bugres;Maracana;78390-000;65 33612716;10669660000113;133682781;5534707;L6 BRNC BK CO Agil AS 5
3180338;Silva & Chaves Ltda ME;Avenida Coxilha 496;MT;Primavera do Leste;Poncho Verde;78850-000;66 34988608;10633942000160;133670937;5534707;L6 BRNC BK CO Agil AS 5
3181155;Ivanete Boeri;Av dos Imigrantes 1186;MT;Nova Guarita;Centro;78508-000;66 35741203;1819055000190;131747797;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
3181325;Maggioni E Dill Ltda;Rod MT 208 SN, KM 50;MT;Nova Guarita;Zona Rural;78508-000;66 35741417;6230524000155;132594692;5534716;L6 BRNC BK CO Agil Trd e Dms
3181489;Alex S A Barreto;R Piracicaba SN;MT;Juara;Centro;78575-000;66 35561814;8357621000139;133267792;5534707;L6 BRNC BK CO Agil AS 5
3182401;J A Correa & Cia Ltda ME;Avenida Tancredo N 1479, Sl1 EdVila;MT;Sorriso;Bela Vista;78890-000;66 35448615;9463275000136;133532380;5534716;L6 BRNC BK CO Agil Trd e Dms
3182931;Pao & Delicias Ind Com Ltda;Av General Mello 1616;MT;Cuiaba;Jardim Paulista;78065-290;65 36341020;3915915000115;130987638;5534716;L6 BRNC BK CO Agil Trd e Dms
3183761;Castilho Santos E Camargo Ltda;Av Tuiuiu SN;MT;Pedra Preta;Vila Garca Branca;78795-000;66 34471132;7416249000121;133040615;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
3184363;Auto Posto Peniel Ltda;Av Dos Tarumas 2209;MT;Sinop;Jardim Paraiso;78556-102;65 35313918;9222507000164;133618668;5534708;L6 BRNC BK CO Agil Trd e Cnv
3184513;Mercado Brilhante Ltda ME;Av Fernande Correia da Costa 66;MT;Barao de Melgaco;Centro;78190-000;65 33311456;57914000199;131533436;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
3184644;Claudete Godiemski ME;Rua dos Cedros 1386;MT;Nova Mutum;Jardim 2;78450-000;65 33082724;4256444000143;131990926;5534716;L6 BRNC BK CO Agil Trd e Dms
3184700;Ari Antonio Facco Dalla Nora;Av Mato Grosso SN;MT;Pocone;Bom Pastor;78175-000;65 33452968;4227834000195;131985078;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
3193083;Superdel EIRELI;Av Sao Sebastiao 3139;PA;Santarem;Aldeia;68040-040;93 91223339;10764765000151;152850597;5534713;L6 BRNC BK CO Agil Atj
3199453;Auto Posto N 01 Ltda;Av Carlos Hugueney 50;MT;Alto Araguaia;Centro;78780-000;66 34812302;2358595000187;131796968;5534708;L6 BRNC BK CO Agil Trd e Cnv
3201044;Inovar Comercio Combustivel Ltda;Rodovia Mario Andreazza 211;MT;Varzea Grande;Guarita;78120-000;65 33225218;10587334000167;133662799;5534708;L6 BRNC BK CO Agil Trd e Cnv
3201256;Waldemar A Goncalves Mercearia;Avenida Rotary Internacional 1327;MT;Rondonopolis;Jardim Participacao;78730-000;66 34222038;36884609000118;131363611;5534707;L6 BRNC BK CO Agil AS 5
3201266;A F da Costa ME;Rua Bom Jesus SN, Qd 51 Lt12;MT;Varzea Grande;Sao Matheus;78120-000;65 99622764;10607150000111;133665097;5534707;L6 BRNC BK CO Agil AS 5
3201697;Trivelato & Magri Ltda;Avenida Macario Su 1800, Qd39 Lt 06;MT;Alto Taquari;Centro;78785-000;66 34961748;11285151000150;133796841;5534707;L6 BRNC BK CO Agil AS 5
